Sample,Section,Frequency,Measure,Limit,Marge,Verdict
Sample_307,I.3.3. Architecture et Conception des API REST ,0,0,0,0,PASS
Sample_308,I.3.3.1. Modélisation des ressources et des relations ,0,0,0,0,PASS
Sample_309,La modélisation des ressources et des relations est un aspect fondamental de la conception des API REST (Representational State Transfer). Elle consiste à définir les ressources nécessaires pour représenter les données manipulées par l'API et à établir les relations entre ces ressources. ,0,0,0,0,PASS
Sample_310,Définition des ressources : La première étape de la modélisation consiste à identifier les entités principales que l'API va gérer. Une ressource représente une entité du système,0,0,0,0,PASS
Sample_311,Structure des données : Une fois les ressources identifiées,0,0,0,0,PASS
Sample_312,déterminer la structure des données associées à chaque ressource. Cela peut être ,0,0,0,0,PASS
Sample_313,réalisé à l'aide de modèles de données tels que les schémas JSON ou les schémas ,0,0,0,0,PASS
Sample_314,XML. Les schémas permettent de définir les attributs et les types de données de ,0,0,0,0,PASS
Sample_315,chaque ressource,0,0,0,0,PASS
Sample_316,ressources.,0,0,0,0,PASS
Sample_317,Relations entre les ressources : Les ressources peuvent être liées entre elles par des relations. Par exemple,0,0,0,0,PASS
Sample_318,I.3.3.2. Gestion des erreurs et des codes de statut HTTP ,0,0,0,0,PASS
Sample_319,La gestion des erreurs et des codes de statut HTTP est un aspect crucial pour assurer la fiabilité et la robustesse des API REST. Les codes de statut HTTP fournissent des informations sur l'état de la requête et de la réponse,0,0,0,0,PASS
Sample_320,I.3.3.3. Sécurité et authentification dans les API REST ,0,0,0,0,PASS
Sample_321,La sécurité et l'authentification sont des aspects essentiels lors de la conception d'API REST,0,0,0,0,PASS
Sample_322,Voici quelques concepts importants à considérer : ,0,0,0,0,PASS
Sample_323,1. Authentification : ,0,0,0,0,PASS
Sample_324,L'authentification permet de vérifier l'identité d'un utilisateur ou d'une application qui accède à l'API. Il existe différentes méthodes d'authentification,0,0,0,0,PASS
Sample_325,• Basic Authentication : L'utilisateur envoie ses identifiants (nom d'utilisateur et mot de passe) dans l'en-tête de la requête. Cependant,0,0,0,0,PASS
Sample_326,• Token-based Authentication : L'utilisateur obtient un jeton d'authentification ,0,0,0,0,PASS
Sample_327,lorsqu'il se connecte avec succès. Ce jeton est ensuite inclus dans les en-têtes de ,0,0,0,0,PASS
Sample_328,toutes les requêtes ultérieures pour prouver son identité. ,0,0,0,0,PASS
Sample_329,• OAuth : Il s'agit d'un protocole d'autorisation permettant aux utilisateurs de partager des informations restreintes avec des applications tierces sans divulguer leurs identifiants de connexion. OAuth utilise des jetons d'accès pour authentifier les demandes.,0,0,0,0,PASS
Sample_330,2. Autorisation : ,0,0,0,0,PASS
Sample_331,Une fois qu'un utilisateur est authentifié,0,0,0,0,PASS
Sample_332,3. Sécurité des données : ,0,0,0,0,PASS
Sample_333,Outre l'authentification et l'autorisation,0,0,0,0,PASS
Sample_334,données transitant entre le client et le serveur. Cela peut être réalisé en utilisant des protocoles de communication sécurisés tels que HTTPS (HTTP sécurisé) qui chiffrent les données échangées.,0,0,0,0,PASS
Sample_335,I.3.3.4. Bonnes pratiques de conception des API REST ,0,0,0,0,PASS
Sample_336,Pour concevoir des API REST efficaces et faciles à utiliser,0,0,0,0,PASS
Sample_337,Voici quelques principes clés à considérer : ,0,0,0,0,PASS
Sample_338,1. Utilisation des verbes HTTP : ,0,0,0,0,PASS
Sample_339,Les API REST utilisent les verbes HTTP (GET,0,0,0,0,PASS
Sample_340,indiquer l'action à effectuer sur une ressource. Il est important de respecter les ,0,0,0,0,PASS
Sample_341,conventions d'utilisation des verbes HTTP pour chaque type d'opération. Par exemple,0,0,0,0,PASS
Sample_342,2. Utilisation des URI significatifs : ,0,0,0,0,PASS
Sample_343,Les URI (Uniform Resource Identifier) doivent être significatifs et intuitifs. Il est ,0,0,0,0,PASS
Sample_344,recommandé d'utiliser des noms de ressources au singulier plutôt qu'au pluriel,0,0,0,0,PASS
Sample_345,d'éviter les verbes dans les URI. ,0,0,0,0,PASS
Sample_346,Par exemple,0,0,0,0,PASS
Sample_347,Les URI doivent également être cohérents et prévisibles pour faciliter la navigation dans l'API. ,0,0,0,0,PASS
Sample_348,3. Versioning de l'API : ,0,0,0,0,PASS
Sample_349,Lorsque des changements majeurs sont apportés à une API,0,0,0,0,PASS
Sample_350,4. Pagination des résultats : ,0,0,0,0,PASS
Sample_351,Lorsqu'une liste de ressources est renvoyée en réponse à une requête,0,0,0,0,PASS
Sample_352,recommandé de mettre en place un mécanisme de pagination pour limiter la quantité de données renvoyées à la fois. Cela permet d'améliorer les performances de l'API et de faciliter la manipulation des résultats par les clients. ,0,0,0,0,PASS
Sample_353,5. Documentation complète : ,0,0,0,0,PASS
Sample_354,Une documentation complète et précise est essentielle pour permettre aux ,0,0,0,0,PASS
Sample_355,développeurs d'utiliser correctement l'API. Elle doit fournir des informations sur les ressources disponibles,0,0,0,0,PASS
Sample_356,I.3.3.5. Technologies courantes de développement des API REST ,0,0,0,0,PASS
Sample_357,1. Langages de programmation : ,0,0,0,0,PASS
Sample_358,• JavaScript : Langage de programmation largement utilisé pour le développement web,0,0,0,0,PASS
Sample_359,• Python : Python est un langage polyvalent qui offre plusieurs frameworks ,0,0,0,0,PASS
Sample_360,populaires pour le développement d'API REST,0,0,0,0,PASS
Sample_361,Framework,0,0,0,0,PASS
Sample_362,• Ruby : Ruby est le langage de programmation utilisé dans le framework Ruby on Rails,0,0,0,0,PASS
Sample_363,• Java : Java est un langage populaire pour le développement d'API REST,0,0,0,0,PASS
Sample_364,frameworks tels que Spring Boot et JAX-RS sont couramment utilisés. ,0,0,0,0,PASS
Sample_365,• C# : C# est utilisé avec le framework ASP.NET pour développer des API REST,0,0,0,0,PASS
Sample_366,écosystème. ,0,0,0,0,PASS
Sample_367,2. Outils de documentation et de test : ,0,0,0,0,PASS
Sample_368,• Swagger (OpenAPI) : Un outil populaire pour la documentation des API REST. Il permet de décrire les ressources,0,0,0,0,PASS
Sample_369,réponses attendues. Il facilite également la génération automatique de la ,0,0,0,0,PASS
Sample_370,documentation interactive et fournit des fonctionnalités pour tester les API. ,0,0,0,0,PASS
Sample_371,• Postman : Une application qui facilite le test et le débogage des API REST. Il ,0,0,0,0,PASS
Sample_372,permet d'envoyer des requêtes HTTP personnalisées,0,0,0,0,PASS
Sample_373,gérer les environnements de test et d'automatiser les tests API. ,0,0,0,0,PASS
Sample_374,I.4.Les Systèmes de paiement en ligne ,0,0,0,0,PASS
Sample_375,I.4.1. Définition ,0,0,0,0,PASS
Sample_376,Les systèmes de paiement en ligne sont des solutions électroniques sécurisées qui ,0,0,0,0,PASS
Sample_377,permettent aux utilisateurs d'effectuer des transactions monétaires via Internet. Ces ,0,0,0,0,PASS
Sample_378,systèmes offrent aux consommateurs et aux commerçants des moyens pratiques,0,0,0,0,PASS
Sample_379,I.4.2. Moyens de paiement en ligne ,0,0,0,0,PASS
Sample_380,I.4.2.1. Les cartes ,0,0,0,0,PASS
Sample_381,Les cartes de crédit et de débit sont des moyens de paiement en ligne largement utilisés. Elles offrent aux utilisateurs une méthode sécurisée et pratique pour effectuer des paiements en ligne. Les cartes de crédit sont émises par des banques et des institutions financières. Elles permettent aux utilisateurs de dépenser jusqu'à une limite de crédit prédéfinie. Les transactions effectuées avec une carte de crédit sont facturées à l'utilisateur et doivent être remboursées selon les termes et conditions établis. Les cartes de débit sont liées à un compte bancaire et permettent aux utilisateurs de dépenser les fonds disponibles dans ce compte. Les paiements effectués avec une carte de débit sont déduits directement du solde du compte. Voici quelques exemples de cartes de crédit et débit les plus utilisées : ,0,0,0,0,PASS
Sample_382,• Visa : Visa est l'une des principales marques de cartes de paiement au niveau ,0,0,0,0,PASS
Sample_383,mondial. Elle propose des cartes de crédit et de débit qui sont acceptées dans de ,0,0,0,0,PASS
Sample_384,nombreux pays et sur de nombreux sites de commerce électronique. Les cartes Visa offrent des fonctionnalités de sécurité avancées,0,0,0,0,PASS
Sample_385,Figure I-1: Illustration carte visa ,0,0,0,0,PASS
Sample_386,• Mastercard : Mastercard est une autre marque de carte de paiement largement ,0,0,0,0,PASS
Sample_387,reconnue. Elle propose des cartes de crédit et de débit qui sont acceptées à l'échelle ,0,0,0,0,PASS
Sample_388,mondiale. Les cartes Mastercard offrent également des fonctionnalités de sécurité ,0,0,0,0,PASS
Sample_389,avancées pour protéger les utilisateurs lors des transactions en ligne.[B1] ,0,0,0,0,PASS
Sample_390,Figure I-2: Illustration carte Mastercard ,0,0,0,0,PASS
Sample_391,• American Express (Amex) : American Express est une société de services ,0,0,0,0,PASS
Sample_392,financiers qui émet des cartes de crédit et de débit,0,0,0,0,PASS
Sample_393,clientèle aisée. Les cartes American Express offrent des avantages exclusifs tels que ,0,0,0,0,PASS
Sample_394,des programmes de récompenses et des services de conciergerie. ,0,0,0,0,PASS
Sample_395,Figure I-3: Illustration carte Amex ,0,0,0,0,PASS
Sample_396,• Discover : Discover est une société de services financiers basée aux États-Unis. Elle propose des cartes de crédit et de débit qui sont largement acceptées aux États-Unis. Les cartes Discover offrent des programmes de remise en argent et d'autres avantages pour les titulaires de carte. ,0,0,0,0,PASS
Sample_397,Figure I-4: Illustration carte Discover ,0,0,0,0,PASS
Sample_398,• JCB : JCB (Japan Credit Bureau) est une société de services financiers japonaise qui émet des cartes de crédit et de débit. Les cartes JCB sont principalement utilisées au Japon,0,0,0,0,PASS
Sample_399,Figure I-5: Illustration JCB carte ,0,0,0,0,PASS
Sample_400,• UnionPay : UnionPay est un réseau de paiement chinois qui émet des cartes de ,0,0,0,0,PASS
Sample_401,crédit et de débit. Il est largement utilisé en Chine et est également accepté dans de ,0,0,0,0,PASS
Sample_402,nombreux pays à travers le monde. UnionPay est souvent utilisé par les touristes ,0,0,0,0,PASS
Sample_403,chinois pour effectuer des paiements lors de leurs voyages à l'étranger. ,0,0,0,0,PASS
Sample_404,Figure I-6: Illustration Upay Carte ,0,0,0,0,PASS
Sample_405,I.4.2.2. Portefeuilles électroniques : ,0,0,0,0,PASS
Sample_406,Les portefeuilles électroniques sont des systèmes de paiement en ligne qui permettent aux utilisateurs de stocker et de gérer leurs fonds électroniquement. Ils offrent une alternative pratique aux paiements par carte et sont largement utilisés dans les transactions en ligne. ,0,0,0,0,PASS
Sample_407,• PayPal est l'un des portefeuilles électroniques les plus largement utilisés dans le ,0,0,0,0,PASS
Sample_408,monde. Il permet aux utilisateurs de lier leurs comptes bancaires ou leurs cartes de ,0,0,0,0,PASS
Sample_409,crédit/débit à leur compte PayPal. Les utilisateurs peuvent effectuer des paiements ,0,0,0,0,PASS
Sample_410,en ligne en utilisant leur solde PayPal ou en sélectionnant leur source de ,0,0,0,0,PASS
Sample_411,financement préférée. ,0,0,0,0,PASS
Sample_412,• Google Pay est un portefeuille électronique développé par Google. Il permet aux utilisateurs de stocker leurs cartes de crédit/débit dans l'application et de les utiliser pour effectuer des paiements en ligne et en magasin. Google Pay offre également des fonctionnalités de paiement peer-to-peer. ,0,0,0,0,PASS
Sample_413,• Apple Pay est un portefeuille électronique exclusif aux appareils Apple tels que ,0,0,0,0,PASS
Sample_414,l'iPhone et l'Apple Watch. Il utilise la technologie NFC (Near Field Communication) pour permettre aux utilisateurs de payer en magasin et en ligne en utilisant leurs appareils Apple. ,0,0,0,0,PASS
Sample_415,I.4.2.3. Paiements mobiles en RDC : ,0,0,0,0,PASS
Sample_416,En République démocratique du Congo (RDC),0,0,0,0,PASS
Sample_417,• M-Pesa : M-Pesa est un service de paiement mobile populaire en RDC proposé par Vodacom. Les utilisateurs peuvent effectuer des paiements,0,0,0,0,PASS
Sample_418,• Airtel Money : Airtel Money est une plateforme de paiement mobile proposée par Airtel en RDC. Les utilisateurs peuvent créer un compte Airtel Money lié à leur numéro de téléphone mobile et effectuer diverses transactions financières. ,0,0,0,0,PASS
Sample_419,• Orange Money : Orange Money est proposé par Orange en RDC et permet aux ,0,0,0,0,PASS
Sample_420,utilisateurs de créer un compte lié à leur numéro de téléphone mobile pour effectuer des transactions financières telles que les paiements,0,0,0,0,PASS
Sample_421,• Africell Money : Africell Money est une solution de paiement mobile proposée par Africell en RDC. Elle permet aux utilisateurs de réaliser des transactions financières telles que les paiements,0,0,0,0,PASS
Sample_422,I.4.3. Plateformes d’intégration des systèmes de paiement en ligne au sein des applications ,0,0,0,0,PASS
Sample_423,Les plateformes d'intégration des systèmes de paiement en ligne sont des services qui permettent aux développeurs d'ajouter des fonctionnalités de paiement à leurs applications ou sites web. Ces plateformes fournissent des API (interfaces de programmation ,0,0,0,0,PASS
Sample_424,d'applications) et des outils pour faciliter l'intégration des systèmes de paiement,0,0,0,0,PASS
Sample_425,Voici quelques-unes des principales plateformes d'intégration de systèmes de paiement en ligne : ,0,0,0,0,PASS
Sample_426,• Stripe : Stripe est une plateforme de paiement populaire qui permet d'accepter les paiements par carte de crédit et de débit dans plus de 135 devises. Elle offre une API puissante et facile à utiliser,0,0,0,0,PASS
Sample_427,• PayPal : PayPal est une plateforme de paiement en ligne bien connue qui prend en charge les paiements par carte de crédit,0,0,0,0,PASS
Sample_428,portefeuilles électroniques. Elle offre également une API pour faciliter l'intégration des paiements dans les applications. ,0,0,0,0,PASS
Sample_429,• Freshpay : Freshpay est une plateforme d’intégration des paiements mobiles au sein des applications,0,0,0,0,PASS
Sample_430,• FlexPay : FlexPay est une plateforme d'intégration des paiements mobiles au sein des applications,0,0,0,0,PASS
Sample_431,• Zoya Pay : Zoya Pay est une plateforme d'intégration des paiements mobiles conçue pour faciliter les transactions financières au sein des applications. Disponible en RDC,0,0,0,0,PASS
Sample_432,ChatGPT a dit :,0,0,0,0,PASS
Sample_433,ChatGPT,0,0,0,0,PASS
Sample_434,Les Progressive Web Apps (PWA) sont construites en utilisant des technologies web standards qui permettent de combiner les avantages des applications web et des applications mobiles natives. Voici les technologies principales utilisées pour créer des PWA :,0,0,0,0,PASS
Sample_435,1. HTML,0,0,0,0,PASS
Sample_436,Les technologies de base pour toute application web,0,0,0,0,PASS
Sample_437,HTML (HyperText Markup Language) : pour structurer le contenu de la page.,0,0,0,0,PASS
Sample_438,CSS (Cascading Style Sheets) : pour la mise en page et le design de l’application.,0,0,0,0,PASS
Sample_439,JavaScript : pour rendre l’application interactive et gérer les comportements dynamiques de la page.,0,0,0,0,PASS
Sample_440,2. Service Workers,0,0,0,0,PASS
Sample_441,Les Service Workers sont des scripts JavaScript qui s'exécutent en arrière-plan pour permettre des fonctionnalités comme :,0,0,0,0,PASS
Sample_442,Le fonctionnement hors ligne : en interceptant les requêtes réseau et en fournissant des réponses depuis le cache (Cache API).,0,0,0,0,PASS
Sample_443,Les notifications push : pour envoyer des messages aux utilisateurs même lorsque l'application n'est pas ouverte.,0,0,0,0,PASS
Sample_444,La gestion du cache : pour optimiser les performances en stockant des ressources (images,0,0,0,0,PASS
Sample_445,3. App Shell Model,0,0,0,0,PASS
Sample_446,Le App Shell Model est un design pattern utilisé pour PWA qui permet de charger rapidement une version de base de l'application (l'interface utilisateur) en priorité,0,0,0,0,PASS
Sample_447,4. Web App Manifest,0,0,0,0,PASS
Sample_448,Le manifest.json est un fichier JSON qui décrit l’application,0,0,0,0,PASS
Sample_449,Le nom de l’application.,0,0,0,0,PASS
Sample_450,Les couleurs de l'interface.,0,0,0,0,PASS
Sample_451,Les icônes pour l’écran d’accueil.,0,0,0,0,PASS
Sample_452,L'orientation de l'application (portrait ou paysage).,0,0,0,0,PASS
Sample_453,Les écrans de démarrage.,0,0,0,0,PASS
Sample_454,Cela permet aux PWA de s'installer sur l'écran d'accueil de l'utilisateur,0,0,0,0,PASS
Sample_455,5. IndexedDB et Cache API,0,0,0,0,PASS
Sample_456,IndexedDB est une base de données côté client permettant de stocker des données structurées de manière persistante dans le navigateur,0,0,0,0,PASS
Sample_457,Cache API : utilisée par les Service Workers pour stocker et récupérer des ressources web,0,0,0,0,PASS
Sample_458,6. Frameworks et Bibliothèques JavaScript,0,0,0,0,PASS
Sample_459,De nombreux frameworks et bibliothèques JavaScript peuvent être utilisés pour faciliter le développement des PWA,0,0,0,0,PASS
Sample_460,React : un framework JavaScript populaire pour construire des interfaces utilisateur réactives.,0,0,0,0,PASS
Sample_461,Vue.js : un autre framework JavaScript léger et facile à utiliser pour construire des PWA.,0,0,0,0,PASS
Sample_462,Angular : un framework plus complet,0,0,0,0,PASS
Sample_463,Svelte : un framework moderne qui compile les composants en JavaScript optimisé pour de meilleures performances.,0,0,0,0,PASS
Sample_464,7. API Web,0,0,0,0,PASS
Sample_465,Les PWA utilisent plusieurs API web pour améliorer l'expérience utilisateur et ajouter des fonctionnalités avancées :,0,0,0,0,PASS
Sample_466,Geolocation API : pour intégrer des cartes ou la localisation géographique dans l’application.,0,0,0,0,PASS
Sample_467,Push Notifications API : pour envoyer des notifications push aux utilisateurs.,0,0,0,0,PASS
Sample_468,Background Sync API : pour permettre la synchronisation des données lorsque l'utilisateur est en ligne.,0,0,0,0,PASS
Sample_469,Web Payments API : pour intégrer des paiements en ligne directement depuis la PWA.,0,0,0,0,PASS
Sample_470,8. Outils de développement et de déploiement,0,0,0,0,PASS
Sample_471,Workbox : une bibliothèque JavaScript qui facilite l’utilisation des Service Workers et la gestion du cache.,0,0,0,0,PASS
Sample_472,Lighthouse : un outil de Google pour auditer les PWA et vérifier leur performance,0,0,0,0,PASS
Sample_473,PWA Builder : un outil en ligne pour générer un manifeste et une structure de PWA de base.,0,0,0,0,PASS
Sample_474,9. Backend et Serveur,0,0,0,0,PASS
Sample_475,Bien que la PWA soit une application front-end,0,0,0,0,PASS
Sample_476,Node.js avec des frameworks comme Express pour créer des API REST.,0,0,0,0,PASS
Sample_477,GraphQL pour une gestion plus flexible des données.,0,0,0,0,PASS
Sample_478,Firebase : pour des solutions en temps réel,0,0,0,0,PASS
Sample_479,Django ou Flask (Python) pour des applications backend.,0,0,0,0,PASS
Sample_480,En résumé,0,0,0,0,PASS
